title,rating,username,description,date,image_urls,asin_number,product_url
5 QT - CASE OF 1 - NOT Case of 3 - Still an ok value,5.0 out of 5 stars,Kristina White,The listing says 5 QT Case of 3 but only got one. It's  good oil. Not a bad price anyway.,"Reviewed in the United States on July 8, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great,5.0 out of 5 stars,BDK,As advertised,"Reviewed in the United States on July 23, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
You get what you pay for.,5.0 out of 5 stars,shane luben,It was cheap,"Reviewed in the United States on July 18, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Love ❤️ it,5.0 out of 5 stars,Timmy Fletcher,"My truck has over 180, 000 miles","Reviewed in the United States on July 8, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
No issues the product is as advertised,5.0 out of 5 stars,Kostar,The oil is precisely the correct viscosity and all 6 quarts arrived undamaged and unopened. It's the oil I expected and it's what I received. I've ordered this product twice without any issues and would see no reason not to order again!,"Reviewed in the United States on June 18, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It's good oil,5.0 out of 5 stars,HvYHtR,"Good price for name brand oil, at least at the time of my purchase.","Reviewed in the United States on July 6, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Worked as advertised.,4.0 out of 5 stars,Charles E. Carroll,On time delivery.,"Reviewed in the United States on March 13, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Delay in getting what I ordered.,4.0 out of 5 stars,Danny E. Fussell,Ordered the 6 quarts case. Received only 1 quart today. I have to ship the one quart back in hopes of receiving the 6 quarts I originally ordered. Seems like it would have been more cost effective to merely send me the 5 quarts they shorted me. I will try to update if I receive the original order in full. A good product at a good price. I just hate waiting an extra week on my oil change.,"Reviewed in the United States on May 7, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Good price, good performance.",4.0 out of 5 stars,SDK,"For a ""cheap"" oil this stuff does great and honestly am shocked that it seems to have stopped a seeping cam seal leak in my wife's Honda and drastically reduced the oil consumption in my Ford 5.4 2V.  I'm not someone who really believes all the stuff about additives and consider most of it snake oil but if this stuff is what helped out then I dunno.  For the price of it I'll keep using it as I'm running both those vehicles till the wheels fall off them.  Will not be putting this stuff in my project supercharged 4.6L motor for my Mustang when that is done but for a daily... you really don't need anything fancy for a daily unless you have specific instructions to do so (Euro import, Boss Mustang etc...).","Reviewed in the United States on August 9, 2016",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great product for a great price,4.0 out of 5 stars,Jose,Good product,"Reviewed in the United States on March 7, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
THE price !!!!,4.0 out of 5 stars,paul d. conley,GOOD!,"Reviewed in the United States on March 8, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Some of the better oils out there,4.0 out of 5 stars,inspectorjavert,"For the price, Valvoline delivers. Please stop with the Amsoil and 25K oil changes. Quit being cheap and lazy, get this oil, a new filter and change your oil ffs. I use this in my 2010 & 2011 Minis. Rock solid oil. Great price. Win Win here.","Reviewed in the United States on January 8, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It works,4.0 out of 5 stars,Michael H Gulley,This is what the previous owner used. It's not a good idea to change out type. Engines don't like that.,"Reviewed in the United States on November 8, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Oil,4.0 out of 5 stars,Randy,Its inexpensive oil which is nice since I change my own oil. I'll buy again,"Reviewed in the United States on September 24, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good quantity for the $.,4.0 out of 5 stars,John Burnett,Good quantity for the $.,"Reviewed in the United States on December 31, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good oil,4.0 out of 5 stars,johnny miller,Like using this product my car seems to like it as well,"Reviewed in the United States on December 8, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
OIL'S WELL,3.0 out of 5 stars,Sirberk,What's to say? Its oil not very exciting or sexy it does the job. As an aftermarket Installer it is a convenient and cheap way for me to keep it in stock for those customers who require certain brands. That being said the name brand doesn't make it a superior oil. As long as the oil you purchase meets the specifications for your vehicle and the latest API ratings you will be just fine.,"Reviewed in the United States on October 7, 2015",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Not sure thus 3 stars...,3.0 out of 5 stars,S.P.,"Not sure if this high mileage motor oil actually helps with small oil leaks, i bought it just for that and it looks like it slightly reduced the oil leak but I'm afraid it's not measurable. Not sure though so 3 stars for this one..","Reviewed in the United States on November 17, 2017",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Easy pour spout not an improvement,3.0 out of 5 stars,G,"Oil is great, 3 stars for the easy pour spout gurgles and is messy, not sure how they thought this was an improvement.","Reviewed in the United States on November 4, 2019",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Oil leak,3.0 out of 5 stars,Paul casanova,"
                    The media could not be loaded.
                
 The oil was leaking","Reviewed in the United States on July 17, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It's oil.,3.0 out of 5 stars,Amazon Customer,It's oil. I put it in a Rav4 and it still runs.,"Reviewed in the United States on January 15, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It’s thicker oil,3.0 out of 5 stars,Rafay,I like amazon oil better than this one,"Reviewed in the United States on December 27, 2019",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Compra incompleta .,3.0 out of 5 stars,Luis ,Hola !! Compre 4 unidades y recibí 3 me podrían ayudar ?,"Reviewed in the United States on July 12, 2019",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Meh.,3.0 out of 5 stars,rrodriguez,Didn't like how my car ran with it. Made more ticking sounds on cold starts.,"Reviewed in the United States on June 11, 2018",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great expectations?,3.0 out of 5 stars,Disco,"It is not a bad oil, but this oil burns much too soon.  I have already added over a quart and a half more oil within three weeks of the initial oil change and my car is not an oil burner.","Reviewed in the United States on May 22, 2013",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good,3.0 out of 5 stars,J101,It's oil. Wasn't leaking. Good shipping,"Reviewed in the United States on November 19, 2017",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Shorting a half a quart,1.0 out of 5 stars,Placeholder,It’s not 5 quarts of oil they shorted you a half a quart in each jug.I bought Two jugs supposedly 10 quarts change oil in two vehicles identical vehicles short a half a quart both. Both Chevy small block’s and change the Oil for years they run 5 quarts,"Reviewed in the United States on May 13, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Two out of five bottles leaked,1.0 out of 5 stars,Reviewer,Two of the five bottles I purchased leaked.  The leakage also ruined my shirt as I carried all five against my body to carry them to the shelf for storage.,"Reviewed in the United States on October 7, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Misleading add says a case, you get 1",1.0 out of 5 stars,David  ,"Case of 6, 1 qt. each eh? Well you sent 1qt. not 6. Maybe that's how much you got in a case but not I. Expect a return for almost 30 bucks for a qt.  BEWARE of misleading ads on here!","Reviewed in the United States on May 7, 2020",https://images-na.ssl-images-amazon.com/images/I/71WctsHm3xL._SY88.jpg,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Oil leaked all over bottles and shipping box,1.0 out of 5 stars,jpmarfia,Oil leaked all over jugs and shipping box I can't return it in its current condition. I am requesting a refund,"Reviewed in the United States on March 10, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Leaking bottle from factory?,1.0 out of 5 stars,Robert D. Whitaker Jr.,"Wasn't very happy when the product arrived 1 of the containers of oil was leaking.  Not a lot, but the bottle had been improperly seal at the factory!  Can still use, but would like for this bottle to be replaced?  Would make it better?","Reviewed in the United States on April 2, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Not what’s pictured,1.0 out of 5 stars,Eric m.,Product isn’t even the same as pictured definitely recommend just going to the store.,"Reviewed in the United States on May 25, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Bad quality,1.0 out of 5 stars,Nick C,Sent me oil with seal broken.,"Reviewed in the United States on August 23, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Not in my engines,1.0 out of 5 stars,FOG,Put it in my old chevy now all the lifters are clicking.Sounds like crap.Won't put this in anything I own again.,"Reviewed in the United States on December 29, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
115k miles Acura not liking this oil,1.0 out of 5 stars,AST,"3.7L Acura did not like this oil at all, went down to 15-19 mpg on dash. Acceleration was noticeably weaker. Lasted 2700 miles before burning color on dip stick.","Reviewed in the United States on July 4, 2019",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Annoying wrapper sticker thing,1.0 out of 5 stars,Jeff Hoelzel,"Will never buy again.  Keep it simple stupid and don't put annoying stickers around the cap.  It's motor oil, not lube for the space shuttle.","Reviewed in the United States on May 23, 2021","https://images-na.ssl-images-amazon.com/images/I/71oACOBEFvL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81HowJPtv1L._SY88.jpg",B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Got er' done,5.0 out of 5 stars,Edulpe,Changed the oil on my old car. Looks like she's good to go. Got er' done.,"Reviewed in the United States on July 28, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
OIL...it's slippery and useful!!!,5.0 out of 5 stars,Acidbrush,It's Oil.. it works and my 2010 Tundra loves it!!,"Reviewed in the United States on August 1, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good Oil,5.0 out of 5 stars,weed eater man,I like that it is n a gallon jug,"Reviewed in the United States on July 31, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It was delivered in a timely fashion,5.0 out of 5 stars,Robert ,"Valvoline has been used thru out my father's life and now mine, Am very happy with Valvoline oil","Reviewed in the United States on July 19, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great product,5.0 out of 5 stars,Terry Eickstaedt,"Been using Valoline Full Synthetic in all my cars,  truck for many years never engine trouble ,Thank you","Reviewed in the United States on July 20, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
fine,5.0 out of 5 stars,Marilyn Pena,"Fine, but delivered with air cleaner and oil filer whiich OIL FILTER IS SMASHED =- DENTED!  Amazon is getting no (more ) pats on the back for a decent delivery of 5 gal oil...big deal!","Reviewed in the United States on July 9, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Bueno,5.0 out of 5 stars,jose olivares,Es mejor que en la AutoZone,"Reviewed in the United States on July 30, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Keeping my vehicles happy,5.0 out of 5 stars,T. L. Prather,So far….so good,"Reviewed in the United States on July 27, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Decent price,5.0 out of 5 stars,Jenny,Easier to order many bottles at a time. Decent price.,"Reviewed in the United States on July 20, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
A must for high mileage cars,5.0 out of 5 stars,Mark Kingsley,"I was a bit skeptical but I gave it a try and it really improves how my car runs I have a late model 2001 Toyota with 130,000 miles and I seem to be getting gas mileage that is better and the car is running better overall this is definitely the way to go !","Reviewed in the United States on June 25, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
slippery,4.0 out of 5 stars,Mason,great viscosity,"Reviewed in the United States on August 16, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
With a +150K mile engine you can't expect a motor oil to perform miracles,4.0 out of 5 stars,Thomas Meneghini,Good value for the money and doesn't burn as fast as regular motor oils.,"Reviewed in the United States on June 18, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Older Vechile Motor Oil,4.0 out of 5 stars,Raababee,Perfect for my 1999 Mitsubishi,"Reviewed in the United States on July 22, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good quality,4.0 out of 5 stars,robert,Great full synthetic oil. I will use nothing else in my car,"Reviewed in the United States on May 15, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
works ok,4.0 out of 5 stars,Amazon Customer,what can i say its overpriced oil.,"Reviewed in the United States on May 15, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Shipping problems caused one of the bottles to leak,4.0 out of 5 stars,Barb Parrish,"Love the product, great price.  Only problem, they threw the package around too much and one of the bottles was leaking.  Need to put a sticker on the boxes with ANY kind of liquid that that is what it is and DO NOT TOSS.  Drivers may not read it but at least they tried.","Reviewed in the United States on August 4, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Good price, leaked in shipping box",4.0 out of 5 stars,Amazon Customer,"Cheapest I’ve ever found this oil. Unfortunately some of it leaked out in the shipping process. Went to buy more and they raised the price. Good product, bad luck.","Reviewed in the United States on February 4, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Always put oil container spout up side by side so they don't leak,4.0 out of 5 stars,Glenda,"
                    The media could not be loaded.
                
 I don't like it when they stack them on top of each other in a straight line it should be side by side with the spout straight up in a square box","Reviewed in the United States on December 1, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good price,4.0 out of 5 stars,Paul Coaster,Good value,"Reviewed in the United States on May 12, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
